country,iso_code,year,forest_area_sqkm,forest_loss_sqkm,deforestation_rate_percent,agricultural_land_sqkm,agricultural_expansion_sqkm,cattle_count,cattle_density
Brazil,BRA,2001,3490360.16,3486.7,0.0999,945304.75,4185.74,7944369.38,87.8329
Colombia,COL,2018,2937363.21,2592.66,0.0883,872698.59,3796.46,26795597.16,48.7862
Mexico,MEX,2005,3446402.71,1173.75,0.0341,1135997.37,434.22,20548547.42,102.6686
Brazil,BRA,2001,4360736.56,3401.05,0.078,1534308.12,4926.44,26896625.95,31.4997
Peru,PER,2004,7309870.55,565.66,0.0077,4183990.7,560.93,36962455.27,39.8033
Thailand,THA,2005,3587498.45,1049.24,0.0292,1561299.68,1582.18,24437885.77,42.5789
Brazil,BRA,2008,7020055.78,2246.49,0.032,3020259.68,3256.12,32291435.2,45.6819
Mexico,MEX,2001,2883543.56,1053.11,0.0365,692512.82,1737.36,47239370.59,51.5375
Brazil,BRA,2016,7596722.41,1458.05,0.0192,4211581.29,1970.05,32868504.41,41.3757
DR Congo,COD,2002,6076507.7,1785.37,0.0294,3359924.48,1831.22,38897847.23,76.7568
Brazil,BRA,2003,7922398.82,1743.93,0.022,3481005.65,4371.84,10390915.17,13.032
Argentina,ARG,2017,7163659.14,1134.05,0.0158,1968850.88,1486.24,10768579.87,14.9605
India,IND,2010,6385162.25,1524.54,0.0239,1758425.02,1778.88,26720956.3,60.1276
Brazil,BRA,2000,1823999.27,2027.07,0.1111,589592.77,4861.86,13954655.39,19.9377
Brazil,BRA,2007,3583008.03,3265,0.0911,1177889.92,4862.21,33246361.63,71.8751
Peru,PER,2003,7873560.45,4148.68,0.0527,2655176.69,4658.18,47997846.03,69.0699
Brazil,BRA,2022,2048601.87,2827.09,0.138,1111898.94,3676.44,20444050.44,48.3342
Thailand,THA,2007,4557690.16,676.13,0.0148,2296899.64,309.76,12678868.21,56.9099
Mexico,MEX,2016,3014627.48,1784.35,0.0592,1264749.64,2560.11,4918245.71,6.5375
DR Congo,COD,2022,3169603.24,1804.64,0.0569,1330499.24,3465.75,4544416.02,55.394
Thailand,THA,2002,7679995.13,4969.02,0.0647,4449724.57,4324.6,16015174.16,128.2699
Peru,PER,2022,5034210.67,2541.44,0.0505,2946442.04,4039.37,8146523.96,9.8077
Argentina,ARG,2015,1037130.48,1858.99,0.1792,424731.75,1769.19,9029016.75,44.2341
Argentina,ARG,2003,5163925.06,1905.9,0.0369,2274765.8,3228.04,41064750.52,55.4092
Peru,PER,2005,4307724.36,3825.41,0.0888,2335380.51,4679.21,22579282.88,91.7581
Peru,PER,2013,5893401.6,655.79,0.0111,2798117.45,459.7,21240114.52,33.5781
Colombia,COL,2007,358959.49,614.93,0.1713,159445.76,660.3,12128292.38,18.4929
Brazil,BRA,2005,4487375.46,1020.43,0.0227,1502298.69,974.99,18543013.43,38.0938
Peru,PER,2016,7280589.5,1138.19,0.0156,4301045.62,2258.58,27290031.02,28.1133
DR Congo,COD,2008,3084077.81,2501.4,0.0811,1278557.74,4609.3,47334261.21,70.2453
Colombia,COL,2019,2832715.33,498.87,0.0176,871841.95,501.02,7934864.89,12.399
Argentina,ARG,2021,6743231.43,716.67,0.0106,2825843.34,1441.75,14004883.42,18.7226
Colombia,COL,2014,2032175.62,1665.81,0.082,885679.14,784.59,43080388.01,106.5017
Vietnam,VNM,2016,1934273.77,2342.24,0.1211,1060835.01,3496.52,23192358.25,61.0096
Indonesia,IDN,2005,2034008.61,1485.99,0.0731,1053032.71,2892.24,26417815.64,38.18
India,IND,2011,6893152.86,4103.29,0.0595,1823612.19,4904.5,33977287.96,89.519
Argentina,ARG,2009,4815055.92,2001,0.0416,2432617.84,4540.25,25640730.35,36.9296
India,IND,2007,7345518.71,2933.65,0.0399,3692690.11,3356.96,48824206.12,71.0827
Mexico,MEX,2011,4230612.06,1498.88,0.0354,2498886.18,1956.32,27206010.02,31.1707
Colombia,COL,2004,5090102.12,2874.2,0.0565,2516464.68,3246.36,16648993.62,49.3932
Vietnam,VNM,2011,3334441.52,925.22,0.0277,1183506.04,1110.2,11454020.77,39.932
Vietnam,VNM,2021,3463710.06,1893.17,0.0547,1537051.79,2987.33,4014354.39,5.4031
Argentina,ARG,2011,6137992.86,3277.37,0.0534,3317888.48,3895.43,38609041.3,63.7565
Indonesia,IDN,2017,4278529.25,495.84,0.0116,869776.7,657.13,17470458.88,20.4422
Indonesia,IDN,2001,851167.02,1304.66,0.1533,236075.74,1600.45,35336500.29,100.5644
Indonesia,IDN,2001,3388109.65,3616.58,0.1067,921056.74,4456.11,22714724.16,28.9274
DR Congo,COD,2012,4054603.85,3491.86,0.0861,1700565.5,4996.08,19914665.02,22.8601
India,IND,2001,2840173.88,3060.48,0.1078,1545927.77,3753.37,37531405.2,67.1064
Indonesia,IDN,2006,1865031.53,1409.28,0.0756,410134.38,1857.56,7663991.65,13.3833
Peru,PER,2015,948600.19,1267.15,0.1336,213615.63,1438.95,25864140.11,46.156
Mexico,MEX,2012,7057721.98,1454.13,0.0206,4048425.78,767.51,46019977.3,64.9899
Thailand,THA,2001,3653978.74,305.21,0.0084,941951.64,305.91,5450174.43,11.8137
Vietnam,VNM,2008,7141802.82,2352.72,0.0329,4045238.29,3514.51,30743459.01,71.9365
Vietnam,VNM,2022,1536535.31,1088.8,0.0709,485870.92,2478.58,2748434.86,23.6172
India,IND,2017,3523804.6,716.16,0.0203,2034987.88,703.43,20799241.01,22.5792
Argentina,ARG,2018,3297491.02,4085.87,0.1239,940985.74,4638.27,44168457.4,120.5672
India,IND,2021,5287509.52,4070.87,0.077,1417960.08,4244.02,40201518.92,99.8507
Peru,PER,2013,2354821.87,1823.4,0.0774,1002203.52,3645.54,28483622.26,41.4249
DR Congo,COD,2010,1214758.06,1786.23,0.147,378359.5,3066.27,6767998.13,11.9277
Indonesia,IDN,2022,659213.44,657.72,0.0998,327781.81,1229.11,11452269.76,35.2016
Brazil,BRA,2019,5891368.12,873.21,0.0148,3482569.98,1392.84,9370136.96,23.1318
Thailand,THA,2017,4157784.12,1857.03,0.0447,1832895.39,3398.59,39016495.99,52.9762
DR Congo,COD,2004,1291012.96,1297.89,0.1005,694455.85,1613.42,799224.43,1.8195
Vietnam,VNM,2000,4556238.48,1744.68,0.0383,2662978.65,4097.85,12541898.32,36.9213
DR Congo,COD,2016,1431692.67,1007.92,0.0704,494685.35,890.87,16463321.94,38.7681
Indonesia,IDN,2014,2701962.73,3062.12,0.1133,1152963.35,4474.12,25581975.72,73.0656
DR Congo,COD,2010,2387254.58,793.01,0.0332,804633.84,805.91,31155733.14,34.0782
Argentina,ARG,2020,6856871.82,903.7,0.0132,3374448.51,816.85,35322482.71,46.1505
India,IND,2015,5323738.45,1026,0.0193,1745623.03,1580,10514461.22,26.6241
Brazil,BRA,2002,3981797.6,3162.08,0.0794,1649296.19,2275.13,27672694.09,119.0287
Argentina,ARG,2004,1172674.4,1431.57,0.1221,399745.98,3613.25,11808981.43,43.0151
India,IND,2002,6303204.52,2187.94,0.0347,3694482.71,3673.27,14868344.04,64.216
Indonesia,IDN,2014,1774806.79,1179.4,0.0665,848852.93,3080.2,12919777.75,29.5795
Indonesia,IDN,2016,3279604.54,349.9,0.0107,708396.04,288.02,11605704.6,11.7783
Colombia,COL,2020,2440757.27,4117.65,0.1687,640270.79,4601.42,17150608.29,61.9329
Thailand,THA,2016,7272693.36,1705.51,0.0235,3784735.43,4970.31,997294.62,1.0151
Brazil,BRA,2020,4252200.54,2528.54,0.0595,2541140.77,4741.1,17914009.18,25.6358
DR Congo,COD,2000,3696625.46,1107.86,0.03,1335542.26,1511.22,37227683.9,42.7344
Peru,PER,2017,7124672.96,860.53,0.0121,4081486.77,130.3,22614445.6,55.974
Brazil,BRA,2013,4589597.29,1954.3,0.0426,1196392.44,4013.73,13560382.85,41.6869
Peru,PER,2014,1368101.59,948.03,0.0693,521250.72,286.1,30908828.35,64.0254
DR Congo,COD,2009,2944425.6,3568.87,0.1212,1199320.06,4758.6,28839024.32,43.7867
Colombia,COL,2006,3831969.35,2945.73,0.0769,1803981.79,3303.81,15796714.27,148.9189
India,IND,2009,6836051.06,2056.85,0.0301,3380130.73,4078.83,15317771.08,55.6512
Colombia,COL,2000,1372879.67,642.92,0.0468,717574.62,1081.39,1705404.42,7.3978
Mexico,MEX,2005,5637372.12,3792.92,0.0673,2350587.46,4464.6,28569701.66,59.7051
Colombia,COL,2003,2909636.12,1310.12,0.045,1431835.27,1398.75,16000414.14,20.5202
DR Congo,COD,2012,1958054.28,1784.8,0.0912,926220.44,2068.58,14179791.45,40.7583
Indonesia,IDN,2005,1581086.76,1781,0.1126,812485.29,3980.58,9353365.46,12.0259
Colombia,COL,2009,5286451.42,1273.6,0.0241,1437861.6,1401.81,14569501.24,80.6467
Mexico,MEX,2007,6262034.58,1564.99,0.025,2720933.58,1564.25,35733926.03,43.6902
Peru,PER,2019,4116617.36,2595.46,0.063,1761550.2,3389.93,37315805.93,74.408
Vietnam,VNM,2018,7686914.36,1668.82,0.0217,3883074.24,2688.48,15266638.81,16.407
Peru,PER,2022,1086327.87,925.07,0.0852,599786.24,1141.93,4305788.33,8.9656
Brazil,BRA,2010,4874766.66,3239.31,0.0665,1902427.84,4514.18,39838287.26,82.0999
Mexico,MEX,2012,7888494.24,775.35,0.0098,3328095.57,726.03,23655650.52,40.7855
Colombia,COL,2016,877855.99,1738.01,0.198,388583.02,3137.43,32603301.61,53.9674
Mexico,MEX,2013,2232871.18,4178.02,0.1871,608339.96,4785.24,29821757.16,30.5652
Indonesia,IDN,2018,2827410.21,1876.66,0.0664,1079568.9,2358.48,2753678.42,3.6479
Brazil,BRA,2004,2647044.62,251.51,0.0095,852045.84,522.68,5969722.33,10.7571
Mexico,MEX,2011,6681416.06,3160.37,0.0473,3856247.09,4190.23,31192748.84,66.9651
Argentina,ARG,2019,6090842.87,1357.88,0.0223,1723710.18,1326.59,43661127.27,46.3842
Colombia,COL,2022,6450070.27,1623.92,0.0252,3630013,3362.43,16795416.36,36.5927
Indonesia,IDN,2006,7260254.78,2168.45,0.0299,3821597.86,3294.94,37168879.73,53.255
Argentina,ARG,2010,7612487.52,3744.13,0.0492,2711681.84,4676.49,49198934.91,72.8593
Brazil,BRA,2012,6184986.72,1248.03,0.0202,3450380.22,2258.64,5234584.46,7.9573
Argentina,ARG,2016,1987509.76,1306.51,0.0657,430939.4,3105.6,16276133.02,18.8386
Brazil,BRA,2009,2011640.67,2736.49,0.136,1092929.62,3298.19,42320388.68,69.1546
Brazil,BRA,2014,3613504.19,406.16,0.0112,945404.83,828.29,5891077.34,7.0559
Peru,PER,2017,5862139.95,2940.7,0.0502,1450710.91,3246.17,37902226.14,55.8126
Mexico,MEX,2002,2647589.69,3204.59,0.121,674388.82,4185.53,37531472.04,129.6462
Indonesia,IDN,2022,6564205.68,1527.7,0.0233,2866191.34,2685.52,39511020.52,60.6508
Brazil,BRA,2011,7779441.46,1224.35,0.0157,3536043.66,2859.87,7121744.53,13.8661
India,IND,2005,4285384.26,986.52,0.023,1357638.74,1084.34,8261192.13,11.5407
Mexico,MEX,2015,643026.17,1318.33,0.205,274769.73,2343.51,45329629.06,53.0337
India,IND,2006,5406456.9,592.46,0.011,2914931.35,631.95,15369067.36,17.5489
DR Congo,COD,2022,2440443.45,1159.02,0.0475,1365492.32,1299.53,12990057.09,20.0668
India,IND,2009,2566132.82,3661.1,0.1427,1081596.92,4867.86,4048154.56,35.7107
Colombia,COL,2009,3438232.18,2110.9,0.0614,1819742.3,2312.13,11551802.23,66.2121
Thailand,THA,2020,5910380.1,458.64,0.0078,1499810.4,799.51,6635210.43,7.4962
Thailand,THA,2003,7954831.35,2334.94,0.0294,4372487.09,3907.8,37000173.42,43.197
Indonesia,IDN,2000,2430586.35,1071.52,0.0441,724420.76,1020.55,22307851.3,65.8068
Argentina,ARG,2007,3293823.39,1435.58,0.0436,1964091.18,1917.4,8123755.88,33.1854
Mexico,MEX,2008,6622865.3,2549.97,0.0385,3403134.57,3431.2,29471168.65,63.9046
Peru,PER,2000,4018995.89,2434.53,0.0606,1127370.66,4310.58,6208646.83,6.283
Indonesia,IDN,2002,3209691.96,1668.4,0.052,1380578.04,4514.09,25901708.77,33.8935
Thailand,THA,2003,6636040.85,2869.69,0.0432,3639085.33,3547.95,24622039.24,50.5167
Brazil,BRA,2014,1695353.6,525.92,0.031,541051.57,675.79,1939147.39,2.1918
Vietnam,VNM,2010,4412977.05,1934.05,0.0438,1220325.9,3630.25,16927972.12,20.5736
India,IND,2000,5127799.69,2045.14,0.0399,1611876.59,4452.81,15257284.35,30.0946
Colombia,COL,2005,1732555.83,613.69,0.0354,959022.74,1255.38,8319149.4,8.6012
DR Congo,COD,2014,1902089.48,1390.47,0.0731,932441.85,1834.65,21228930.2,25.5539
Colombia,COL,2021,7844379.42,3861.57,0.0492,2639955.63,4633.71,24764022.13,83.0733
Peru,PER,2007,7664664.04,499.45,0.0065,2747669.13,448.11,18646909.65,30.8253
Thailand,THA,2010,6343003.17,2228.73,0.0351,2854397.5,4229.7,20987581.81,55.1219
DR Congo,COD,2012,7812850.39,927.44,0.0119,3536131.69,950.84,30387654.73,40.0675
Colombia,COL,2018,4071606.74,2307.86,0.0567,2149966.92,3166.27,40670964.75,51.1803
DR Congo,COD,2019,3960202.77,2455.39,0.062,2202601.63,1297.63,11871552.27,113.9055
Vietnam,VNM,2017,3861959.32,971.21,0.0251,1630836.78,1676.01,27355739.37,48.2915
Indonesia,IDN,2020,2169451.43,2205.37,0.1017,861746.45,2399.98,20419312.21,99.5388
Mexico,MEX,2002,5649962.62,2448.49,0.0433,2803955.8,4058.05,30192852.52,37.0078
Indonesia,IDN,2010,3101085.06,1493.88,0.0482,1105993.31,3825.38,41907733.2,43.8724
Thailand,THA,2003,3155624.49,1652.01,0.0524,1532685.56,2213.54,31693201.63,99.5129
Argentina,ARG,2017,7358254,3656.07,0.0497,3113806.98,4877.57,16878255.8,27.594
Colombia,COL,2006,3851950.46,1727.67,0.0449,1269110.32,4380.93,11632730.5,55.9271
DR Congo,COD,2002,1837109.41,938.26,0.0511,913453,1303.49,2826543.46,3.3764
Thailand,THA,2000,2886443.44,864.12,0.0299,835499.92,882.49,24567965.74,35.9995
Vietnam,VNM,2014,3031590.27,2116.95,0.0698,884395.82,1145.96,16141746.53,108.9086
Mexico,MEX,2022,1448428.2,2486.82,0.1717,292382.64,2955.03,29600384.25,125.393
Vietnam,VNM,2006,7515978.76,2356.15,0.0313,3802130.88,2577.36,27531080.22,50.8604
DR Congo,COD,2014,1313686.22,1099,0.0837,343616.25,1084.66,34208506.52,107.8508
India,IND,2001,2350348.44,1862.02,0.0792,609712.95,2785.43,6669916.32,12.5321
Thailand,THA,2015,2822233.26,2594.26,0.0919,1206821.86,2759.97,17398752.82,107.9256
Brazil,BRA,2022,4211484.38,3767.61,0.0895,1831082.74,3998.89,41810152.71,70.9911
Thailand,THA,2003,5738523.13,3243.58,0.0565,2184739.7,4183.86,40547474.27,68.5164
Mexico,MEX,2006,3054998.21,2341.37,0.0766,1539509.03,4481.8,32332377.63,43.0649
Mexico,MEX,2022,3442498.82,2533.49,0.0736,1110628.44,3801.6,27748952.56,48.1889
Mexico,MEX,2022,3511044.1,2603.96,0.0742,1729089.61,3436.92,49570751.24,60.6653
DR Congo,COD,2014,7300010.86,2044.83,0.028,4048516.15,3676.2,27798303.68,35.078
Brazil,BRA,2002,3068807.18,3195.28,0.1041,1726255.87,4053.19,39252790.77,48.6846
Thailand,THA,2008,4118885.62,2720.89,0.0661,1306727.76,3122.67,41831914.96,75.6658
DR Congo,COD,2013,6022661.96,1301.63,0.0216,1285557.71,1485.87,22656905.4,154.6442
DR Congo,COD,2020,4633091.88,3179.58,0.0686,2618337.72,3521,34501614.66,39.4869
Brazil,BRA,2006,2308805.33,641.34,0.0278,582491.36,840.06,3748887.22,4.5011
Argentina,ARG,2015,1151984.71,1022.71,0.0888,504717.93,1315.91,49957540.41,55.8247
DR Congo,COD,2014,4873167.34,785.85,0.0161,2612065.73,347.53,29289388.68,43.6017
Brazil,BRA,2008,5259655.39,3256.26,0.0619,1865442.98,4722.35,1293556.13,2.5464
Brazil,BRA,2008,5229328.28,685.64,0.0131,2458076.65,922.43,40522363.13,48.8366
Peru,PER,2020,7318179.38,403.53,0.0055,3649585.72,424.56,26070971.17,31.8058
Colombia,COL,2005,7284417.92,3152.53,0.0433,3904499.03,2393.31,36982454.62,115.9739
Thailand,THA,2011,3525935.77,2471.71,0.0701,1098524.12,1729.77,25067467.65,146.481
Peru,PER,2012,7530920.41,3119.35,0.0414,1823393.81,3367.99,28677218.1,65.9576
Mexico,MEX,2006,1643142.25,1383.06,0.0842,657357.93,1812.94,5684330.83,49.0332
Brazil,BRA,2010,3073354.56,2041.76,0.0664,1144921.34,2884.94,48120392.5,51.7279
Thailand,THA,2019,7955959.23,2327.05,0.0292,3236119.84,1409.5,23732020.43,138.5732
Argentina,ARG,2021,3010392,865.43,0.0287,1183267.72,119.72,31280462.08,55.3026
India,IND,2014,2072298.25,2721.89,0.1313,446418.83,4037.61,30245110.59,65.9131
Brazil,BRA,2019,3738607.96,2947.21,0.0788,1631116.11,2719.82,31856483.99,116.7974
Colombia,COL,2001,718672.94,1206.23,0.1678,299594.22,1175.12,29072016.88,34.0425
DR Congo,COD,2020,2133269.32,912.43,0.0428,950141.33,881.64,44754986.71,71.3483
Indonesia,IDN,2020,4132015.24,702.25,0.017,2441031.75,309.4,19067865,81.0801
Colombia,COL,2000,2945248.94,1463.8,0.0497,1557797.66,695.09,42730705.77,71.4261
Peru,PER,2008,4605639.96,2318.44,0.0503,1835835.39,2956.61,24314875.25,32.2594
Peru,PER,2001,4142606.42,1849.44,0.0446,1372365.62,2310.59,49440511.41,104.3098
India,IND,2001,7140696.61,1075.02,0.0151,2020396.57,1084.95,20099981.93,35.8882
Vietnam,VNM,2004,2188946.24,1702.11,0.0778,895954.07,4387.16,6698773.22,11.1225
Argentina,ARG,2002,6018883.09,2453.54,0.0408,3171738.16,3745.76,17432738.62,31.5208
Brazil,BRA,2002,1489153.7,2479.14,0.1665,406275.95,3332.64,23032648.59,29.2631
Mexico,MEX,2006,2201422.52,1733.12,0.0787,544404.03,871.14,24958842.18,75.9912
Peru,PER,2010,5825644.86,1280.11,0.022,2549929.76,2051.49,9650730.51,10.5429
Thailand,THA,2020,3743129.96,1120.36,0.0299,762615.01,3030.69,10478330.73,18.4998
Brazil,BRA,2019,2755911.9,713.85,0.0259,637477,230.09,27690789.53,66.1057
Indonesia,IDN,2014,4623965.16,2146.11,0.0464,1448357.68,3007.32,11261311.01,30.3877
India,IND,2017,1709764.58,1045.85,0.0612,584769.18,2008.89,14725385.45,37.6636
Argentina,ARG,2000,6657968.85,1074.2,0.0161,1487930.33,1777.58,32586431.44,74.4066
DR Congo,COD,2019,5472779.77,1875.83,0.0343,2980277.87,4562.32,16642291.93,35.9663
Colombia,COL,2002,2913290.92,2930.47,0.1006,1599410.52,4655.75,3297666.52,13.683
Indonesia,IDN,2020,1061207.43,1889.86,0.1781,336749.61,2678.28,26007689,28.6488
Mexico,MEX,2014,3400394.21,1762.85,0.0518,980099.56,3410.38,20768770.13,42.4241
Colombia,COL,2009,3862014.39,3355.19,0.0869,1007352.77,3991.63,38158168.6,49.5466
Vietnam,VNM,2014,2648780,2279.17,0.086,1045776.92,3254.55,14206833.58,34.0071
Vietnam,VNM,2012,2791102.42,3532.21,0.1266,1405233.34,3514.13,49258833.74,83.1632
DR Congo,COD,2020,667890.17,916.9,0.1373,336339.06,739.92,41781133.32,47.9717
Vietnam,VNM,2020,4605588.21,1998.41,0.0434,2314390.33,4209.86,32806639.78,45.187
Mexico,MEX,2006,6352083.45,1335.18,0.021,2371565.83,1257.91,26275493.56,84.6628
Argentina,ARG,2001,7069885.3,2523.92,0.0357,3781291.07,4140.32,26050790.01,49.2711
Brazil,BRA,2022,843767.02,466.26,0.0553,192162.93,545.77,4887665.13,9.1987
Peru,PER,2000,7081204.4,2069.53,0.0292,3404852.05,2199.57,39464736.38,70.0874
India,IND,2009,1486712.39,1731.51,0.1165,545357.9,1425.77,20874121.31,56.8028
DR Congo,COD,2009,1079334.79,1953.15,0.181,235959.23,2307.88,26780037.83,49.2216
Peru,PER,2017,4009295.32,1271.51,0.0317,2193997.05,772.52,44505124.76,85.6196
Colombia,COL,2001,6295395.01,3511.16,0.0558,2331155.05,4452.37,28284728.25,34.3227
Brazil,BRA,2014,1812606.87,781.07,0.0431,1034199.09,1646.94,8160131.4,12.3717
Mexico,MEX,2018,5997920.59,379.54,0.0063,2615197.9,427.28,9850286.34,14.0234
Peru,PER,2008,3658633.68,2784.95,0.0761,1676845.34,3513.78,3188099.12,25.4869
Mexico,MEX,2006,1513262.41,104.32,0.0069,337191.53,115.04,1893226.55,2.4112
Vietnam,VNM,2009,6005232.44,2010.09,0.0335,3397623.88,1600.98,11441231.96,118.3756
Vietnam,VNM,2008,2929993.46,3155.7,0.1077,870384.6,3754.3,14025417.08,24.6786
Thailand,THA,2000,3778560.82,1623,0.043,1093561.44,3432.09,40691991.61,45.0181
Indonesia,IDN,2021,1422897.94,1611.48,0.1133,338415.12,2384.75,2454096.24,2.6452
Thailand,THA,2005,2346914.02,1241.69,0.0529,641524.39,1313.45,46766632.4,69.5907
India,IND,2022,4020005.21,3600.71,0.0896,1523678.46,4706.57,14641240.95,27.9148
India,IND,2006,7264411.06,758.76,0.0104,2223944.05,185.02,32073357.96,46.428
Colombia,COL,2010,2536510.17,1353.82,0.0534,573973.79,895.87,32628188.08,53.2411
Peru,PER,2017,6707353.58,3328.37,0.0496,3027133.16,3538.5,36208208.16,41.902
Colombia,COL,2014,3864585.97,1767.81,0.0457,974555.01,3698.13,35891564.89,55.2359
Peru,PER,2013,5211384.87,2278.07,0.0437,1173331.09,2477.1,33609890.02,44.1642
Brazil,BRA,2000,4302684.58,170.53,0.004,1052386.06,243.49,3712334.96,3.75
Brazil,BRA,2018,1820629.78,318.27,0.0175,924044.99,328.67,6793867.61,16.6402
Brazil,BRA,2000,2301095.81,410.89,0.0179,1063840,752.48,3385390.05,6.7891
Colombia,COL,2007,3527327.45,579.98,0.0164,2048456.84,796.57,11839774.62,12.549
Argentina,ARG,2015,6677897.74,1027.79,0.0154,1506443.42,372.74,40962832.17,131.2258
Mexico,MEX,2004,943693.32,1398.49,0.1482,474914.83,1765.71,37733846.44,63.5201
India,IND,2019,6206228.88,1863.45,0.03,2539813.28,2341.51,19490464.79,100.8919
Vietnam,VNM,2003,3973005.02,1388.8,0.035,1796496.3,1210.89,49977410.35,93.8844
Vietnam,VNM,2013,7815030.03,1298.79,0.0166,4176445.01,2541.93,38651958.95,55.3806
Thailand,THA,2002,1786231.64,1251.7,0.0701,706923.31,1408.72,22998366.36,30.7852
DR Congo,COD,2010,6011173.51,1192.06,0.0198,2586717.09,2793.36,35880413.1,35.9612
India,IND,2000,1790736.8,2280.78,0.1274,814797.56,3614.45,28684794.01,52.0106
Brazil,BRA,2001,4143085.07,1095.15,0.0264,2198119.35,1796.81,20851746.62,21.0352
Peru,PER,2000,6136434.84,1512.32,0.0246,1634747.11,1531.6,38829661.78,44.4766
Thailand,THA,2021,5367743.99,2473.88,0.0461,2295373.09,3038.09,30928018.86,40.031
Colombia,COL,2009,6886101.91,2789.84,0.0405,1431065.76,4305.96,27774179.76,31.2634
Colombia,COL,2009,1732020.65,1705.88,0.0985,702953.36,4768.71,19618740.19,23.4474
DR Congo,COD,2013,5710531.54,2227.01,0.039,3171062.31,1838.71,24530925.2,70.7558
Colombia,COL,2017,5464798.26,2587.22,0.0473,1535647.86,3199.31,29148788.72,61.6384
Peru,PER,2000,3997733.35,1451.6,0.0363,2381612.22,2088.82,34968457.48,39.0911
Peru,PER,2004,955319.89,588.28,0.0616,541198.91,920.49,7831416.76,20.8365
Colombia,COL,2007,1096555.72,1089.55,0.0994,495763.65,1473.87,35707009.68,42.5865
DR Congo,COD,2004,6498162.64,4099.51,0.0631,1404474.81,3643.95,44182324.45,133.107
Peru,PER,2012,6517261.02,1420.28,0.0218,3464079.51,2188,3214351.05,5.6417
Colombia,COL,2019,7876545.57,729.02,0.0093,3241127.94,1113.64,4621684.63,5.2464
Vietnam,VNM,2014,5479337.85,2770.46,0.0506,2335082.57,3246.29,46646939.25,48.253
India,IND,2014,7937937.94,1593.66,0.0201,3485858.89,3019.91,39304637.37,86.0113
Vietnam,VNM,2008,4688436.96,1291.87,0.0276,1232068.48,3261.49,11333710.33,18.7524
Argentina,ARG,2004,1647449.93,3109.86,0.1888,673534.08,3361.2,37363926.85,38.1281
Brazil,BRA,2020,3649420.6,2108.51,0.0578,866069.84,3166.92,3828755.75,4.301
Colombia,COL,2020,6486003.7,3039.89,0.0469,2521580.48,4093.43,27050190.66,64.3089
Colombia,COL,2019,1613638.14,1184.03,0.0734,425748.15,1740.09,5502033.75,19.0305
Brazil,BRA,2005,7585647.94,1884.19,0.0248,1876554.46,2552.31,33398154.06,50.0369
Indonesia,IDN,2019,7278604.47,1041.55,0.0143,4178204.1,614.81,26020509.7,64.4944
Vietnam,VNM,2020,4371478.05,743.7,0.017,1860963.47,783.83,6035335.79,41.7297
Peru,PER,2001,5782052.86,1916.86,0.0332,2121141.84,842.49,21097018.43,124.2486
India,IND,2015,2893392.3,1979.66,0.0684,729195.41,3477,16973598.53,27.3705
DR Congo,COD,2009,2504843.85,3510.86,0.1402,991803.25,4634.8,12426872.79,13.0684
Thailand,THA,2008,1889468.42,2305.2,0.122,591857.1,4089.47,26198184.75,28.965
Indonesia,IDN,2022,6904718.94,3214.44,0.0466,3471850.13,3159.36,26984054.03,96.6279
Indonesia,IDN,2001,7538338.24,2613.12,0.0347,4129088.37,4625.76,22723760.92,74.624
Brazil,BRA,2002,5645451.09,1666.72,0.0295,1480125.59,1397.02,44312394.89,89.5193
Argentina,ARG,2016,3417197.28,808.65,0.0237,1969211.25,313.85,35883110.28,43.8954
DR Congo,COD,2004,6522223.47,1294.15,0.0198,3128861.23,1504.59,3799416.66,15.0506
Vietnam,VNM,2019,2941040.53,2195.46,0.0746,1116051.75,3376.08,407461.55,0.4334
Mexico,MEX,2001,3181968.08,1749.62,0.055,1376446.6,3000.41,35472609.25,43.0709
Indonesia,IDN,2015,7175049.5,1770.08,0.0247,3175100.85,3236.76,104025.59,0.2292
Thailand,THA,2019,5235517.79,3045.69,0.0582,2171225.22,4253.83,16054995.19,38.4718
Vietnam,VNM,2010,7821628.31,2160.43,0.0276,3503964.54,4660.69,4248625.98,5.4056
Peru,PER,2006,1835849.91,2272.15,0.1238,698020.47,1884.43,3199995.75,142.8911
Thailand,THA,2020,3095823.1,3150.54,0.1018,1812174.4,2683.62,32194506.13,90.6727
Thailand,THA,2001,1610519.43,1127.26,0.07,832361.4,1868.03,35936422.67,40.3861
Brazil,BRA,2022,1935106.66,696.8,0.036,1059088.22,1336.64,1205089.53,5.9407
Vietnam,VNM,2021,4406690.92,3867.79,0.0878,1548526.88,4601.29,44529256.46,87.2165
India,IND,2002,6341595.07,1533.88,0.0242,2072139.85,1676.68,33801466.07,43.7581
Colombia,COL,2009,2408571.65,1518.76,0.0631,890388.66,1177.55,23529189.41,67.4572
Peru,PER,2011,4210431.07,2204.38,0.0524,1172074.15,4727.01,6581564.52,6.8647
Vietnam,VNM,2000,4712551.78,2185.8,0.0464,1994883.16,4317.1,34072488.47,54.2159
Brazil,BRA,2004,7698510.34,4025.88,0.0523,3808626.85,4994.84,22348581.13,56.923
Thailand,THA,2017,2292622.38,2814.62,0.1228,1294734.62,2919.05,38588277.85,114.4408
Indonesia,IDN,2003,4507625.81,2785.49,0.0618,1872557.77,2681.48,45670287,80.404
